"2022/18/11","5","4","2"

"Nov 28, 2022 17:22",5,4,1

"Nov 28, 2022 17:22",12,5,1

"Nov 28, 2022 17:23",5,4,0

"Nov 28, 2022 17:23",5,4,2

